node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,node-26,node-27,node-28,node-29,node-30,node-31,node-32,node-33,node-34,node-35,node-36,node-37,node-38,node-39,node-40,node-41,node-42,node-43,node-44,node-45,node-46,node-47,node-48,node-49,node-50,
110178304,107012096,132882432,130674688,128696320,130281472,126631936,128188416,106659840,127414272,141565952,144011264,130277376,108285952,94449664,128888832,104611840,107003904,146628608,99614720,127021056,109457408,109596672,110923776,129474560,110804992,101265408,105893888,86511616,132792320,104701952,113045504,105369600,137977856,100794368,112939008,130101248,132087808,110858240,129495040,108343296,105668608,134643712,106647552,114835456,107937792,104476672,107438080,120610816,109121536,
142741504,104730624,106455040,128024576,128360448,130646016,104128512,122695680,127459328,129630208,124805120,102313984,107405312,106123264,104833024,121094144,127516672,114507776,137756672,132026368,131682304,99483648,112492544,101359616,111501312,112160768,112668672,101945344,120434688,104517632,105095168,108167168,106029056,129564672,130260992,113729536,100012032,115331072,108589056,126787584,131956736,87871488,130457600,131395584,112234496,114229248,102375424,108814336,105914368,110854144,
110809088,137302016,108470272,124473344,106508288,101052416,97308672,88748032,130818048,99930112,128983040,130822144,91860992,131579904,122699776,123928576,131551232,132730880,99414016,105947136,137441280,108871680,105934848,138903552,127770624,126939136,114565120,121458688,141246464,104046592,113152000,108568576,100196352,100982784,102305792,117633024,129110016,130727936,106459136,116736000,132018176,109973504,104235008,131325952,134283264,115630080,100614144,115032064,105279488,156229632,
110612480,100065280,100810752,102948864,132190208,128315392,105725952,122347520,107700224,114405376,123527168,118398976,112279552,106172416,104865792,105062400,108756992,118071296,105467904,142106624,137256960,130228224,102473728,111120384,100757504,116932608,103874560,113442816,119255040,106811392,103030784,108986368,112025600,119066624,110006272,128954368,106569728,130744320,98488320,106049536,99082240,111558656,112828416,102137856,105930752,108175360,104665088,102899712,139104256,135286784,
127553536,130633728,125833216,102686720,131964928,106790912,136761344,123011072,134975488,127246336,129650688,125829120,104751104,127705088,104419328,105910272,125280256,121450496,121483264,102408192,130899968,102576128,126324736,99057664,106369024,100401152,97710080,110616576,107855872,105730048,130895872,130457600,106835968,128458752,137912320,93552640,119025664,110505984,133419008,107503616,107352064,90361856,135708672,107286528,133099520,103903232,92811264,109133824,117153792,111124480,
102719488,119738368,122322944,127299584,114253824,121479168,97705984,130215936,107225088,129773568,132976640,123846656,130232320,126795776,141340672,105164800,105959424,102567936,98324480,104554496,107913216,100478976,104546304,107077632,104419328,106385408,132423680,106037248,105385984,104431616,143646720,103866368,106414080,99880960,134754304,147210240,104210432,112427008,109887488,112971776,139399168,106864640,107126784,110764032,133357568,131342336,109903872,116940800,111689728,139759616,
128155648,107319296,103415808,99717120,128970752,104239104,132071424,100245504,129822720,112689152,128434176,98291712,106098688,107384832,129343488,138539008,132333568,130326528,103018496,141209600,107016192,100425728,108650496,114774016,105840640,117252096,105848832,106115072,131907584,118849536,107343872,114954240,118964224,137359360,125050880,115253248,130686976,107921408,108281856,104841216,128385024,131317760,130580480,103718912,105304064,110862336,108072960,145498112,107839488,131944448,
112427008,120623104,102690816,96866304,110223360,104943616,100814848,128200704,109481984,93126656,128323584,105803776,102191104,109096960,104509440,94113792,103317504,112959488,104742912,103489536,99819520,129863680,106475520,110759936,104484864,132403200,103022592,93601792,103837696,96464896,104079360,107081728,134205440,104349696,127795200,129310720,110858240,106872832,104669184,132927488,108670976,129794048,101212160,105099264,105132032,131571712,132247552,104902656,107536384,130617344,
128401408,130129920,126033920,97415168,128765952,105066496,100970496,130777088,109129728,128544768,127918080,100634624,103206912,108683264,106131456,127967232,104857600,130895872,129544192,115396608,125288448,129208320,110612480,102924288,104771584,103600128,104984576,141774848,112947200,110579712,143319040,104345600,102072320,103800832,104747008,130732032,112705536,93216768,113225728,135598080,112119808,115933184,100151296,107651072,149803008,102219776,129646592,105562112,103616512,110833664,
101937152,104767488,103587840,107483136,104448000,104194048,130015232,141496320,128552960,100298752,117407744,105721856,109674496,127619072,132370432,130600960,130871296,106180608,102789120,108273664,123682816,106201088,114388992,142348288,126324736,102187008,130428928,93360128,107732992,103129088,120897536,108064768,109654016,103976960,136290304,103051264,105631744,105713664,130752512,128389120,112807936,100438016,107917312,125313024,137015296,104583168,110481408,102027264,135098368,138629120,
113307648,127086592,106455040,92852224,131940352,125751296,100302848,128262144,127049728,110481408,121933824,107659264,129503232,111513600,128450560,110264320,101937152,123977728,105603072,124674048,126263296,106577920,128094208,128106496,104824832,127754240,123052032,102387712,123699200,136167424,111206400,109514752,108781568,110366720,106389504,129568768,105353216,102260736,110407680,109010944,126222336,130523136,106139648,130977792,105865216,126844928,102768640,107360256,126775296,134291456,
111747072,104939520,104013824,115593216,105005056,106958848,98488320,129392640,106504192,109686784,116465664,104476672,112934912,111423488,125620224,118325248,113307648,106950656,108150784,130408448,125329408,140615680,128823296,130416640,106422272,132943872,103522304,101974016,128872448,104415232,102268928,130609152,98729984,99454976,138686464,102141952,106315776,104779776,143532032,130617344,131690496,114974720,109096960,104660992,113807360,131993600,104738816,101113856,137093120,142495744,
112742400,124997632,133328896,129335296,127877120,130420736,148287488,129929216,103112704,132206592,126189568,102895616,129974272,128262144,122290176,131899392,104857600,133083136,128503808,107085824,133189632,143663104,133914624,130699264,114270208,94707712,106192896,128888832,128856064,118013952,100016128,106971136,100921344,103333888,111099904,134283264,98684928,127737856,118104064,129961984,108957696,104902656,104161280,108249088,138805248,129343488,138366976,112615424,102895616,107192320,
110858240,122720256,130113536,110686208,104468480,107511808,130899968,141205504,126722048,105934848,127066112,110604288,137109504,112185344,109916160,129343488,96976896,120860672,103878656,118169600,110620672,109666304,93974528,112013312,132710400,104054784,102801408,100990976,132538368,94662656,102629376,131010560,143441920,110575616,128196608,130936832,113577984,128589824,108109824,107884544,130293760,143224832,129863680,109461504,106287104,104136704,100675584,117436416,92172288,103751680,
123670528,128684032,107130880,126611456,120467456,126078976,128618496,102207488,108351488,89350144,103653376,103940096,109105152,100265984,102694912,126349312,105594880,103895040,101003264,128385024,92397568,129327104,108814336,120508416,102424576,112910336,130314240,114450432,136409088,113725440,104357888,106131456,112738304,128249856,145313792,109670400,128532480,104030208,130990080,115093504,133062656,130707456,107261952,104374272,103309312,114638848,117641216,109465600,105242624,106299392,
108204032,96256000,99966976,120815616,126423040,106147840,109015040,101359616,132333568,139472896,103960576,127844352,125997056,126062592,121987072,121057280,138498048,127086592,112574464,104787968,98275328,102686720,137707520,128065536,106131456,106467328,128491520,128159744,112484352,105021440,128430080,105164800,103571456,97030144,134098944,114438144,133726208,110993408,105377792,108326912,125308928,130666496,101490688,135520256,107245568,112558080,109977600,131567616,114515968,115040256,
106532864,96919552,124219392,129470464,130707456,96858112,106602496,99250176,110518272,125767680,98562048,106254336,102559744,106487808,101445632,129531904,132661248,106512384,106659840,104386560,104796160,106594304,123441152,130449408,124657664,115073024,128667648,104861696,104198144,125513728,108535808,132046848,106885120,111980544,93282304,130469888,129404928,111456256,100245504,111255552,108568576,112013312,145186816,105709568,130412544,110505984,97718272,106442752,118673408,105353216,
126140416,130285568,105750528,132689920,130076672,98762752,119934976,102735872,129286144,125579264,106627072,127688704,102043648,106450944,121946112,104353792,102133760,128950272,106135552,115916800,124174336,132931584,134201344,131153920,104419328,102752256,106045440,144388096,105881600,103272448,109576192,104079360,132255744,101007360,140627968,130297856,132202496,101396480,110243840,106647552,103358464,101150720,130908160,130580480,102662144,132509696,130195456,101617664,110178304,140615680,
113717248,128798720,102330368,143192064,131207168,105312256,126431232,130113536,110825472,114679808,126767104,131031040,99180544,106840064,128835584,108462080,108146688,131162112,92155904,110686208,119066624,102592512,128638976,107380736,102273024,128528384,105869312,130711552,111742976,133701632,94564352,121823232,130535424,130490368,100474880,140689408,113004544,132632576,108281856,95416320,101298176,104194048,119570432,106004480,131190784,125710336,108064768,107061248,108572672,105234432,
137920512,101076992,96399360,128360448,104009728,119857152,129757184,129474560,104398848,104636416,123510784,94642176,124329984,124018688,107081728,128061440,125280256,104804352,142491648,102178816,112373760,105013248,132591616,132587520,117022720,124243968,144023552,129998848,110272512,130232320,104783872,105885696,129040384,106795008,108531712,95924224,106434560,103354368,128774144,116342784,106008576,135999488,105025536,113963008,129970176,113143808,102514688,108806144,106233856,100806656,
