node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,node-26,node-27,node-28,node-29,node-30,node-31,node-32,node-33,node-34,node-35,node-36,node-37,
632143,657226,726936,697578,733615,690399,736076,761873,820228,801425,757646,772539,866012,844538,835071,867905,842908,841728,955652,948499,963988,961416,928956,1029854,1000187,1047250,1025201,1003988,1045952,1107088,1088240,1112511,1080652,1191273,1193313,1200622,1145880,
622329,694183,725733,758586,713989,748281,754861,816297,762827,778519,767083,768573,855225,858709,911871,831591,888102,925542,970983,922962,937988,958336,918752,1046195,993667,986610,1054848,1019259,1032500,1047768,1076292,1086824,1095294,1163186,1142715,1168885,1175498,
698066,643475,778396,688194,744014,668979,686650,718531,788421,770098,760623,786573,860116,843056,826664,809783,855285,863939,904356,931908,949742,940475,947846,1048815,1031763,1025400,1021172,988803,1018189,1037138,1080207,1073517,1129337,1127091,1067318,1146716,1193103,
671028,672335,714519,664537,730553,732801,757753,758701,789850,785116,812994,755522,931387,825095,834482,891823,822778,847848,957524,947640,919629,961316,962802,1007918,1022467,994877,1003503,1030001,1059297,1045382,1113480,1128338,1113567,1109210,1201405,1166151,1167643,
684501,607932,725911,730857,683940,710695,716930,794960,769948,753467,810390,794317,834354,843051,799543,821035,856327,879232,941478,931881,890452,953201,915329,957488,1040314,1006191,1002128,1017769,974394,1082093,1083687,1123784,1079719,1112297,1126719,1176292,1181366,
644380,747581,710939,695640,710581,742999,810749,757093,799129,786847,813541,803564,881546,820559,827932,856122,863978,962832,947933,949751,943453,976324,976602,944740,999412,1033914,1021110,1103281,1067583,1109581,1109250,1084926,1076977,1198446,1124295,1154875,1149583,
667375,722965,665162,695764,687038,694879,719517,781005,794016,756059,775582,798741,772088,829326,836831,886662,868552,897087,955144,907437,895616,954877,924828,1001671,1045735,1059292,1019990,988841,1077633,1090485,1113276,1055413,1098283,1132768,1131797,1165228,1155104,
628017,651790,717086,739291,663212,717923,747852,788868,747685,765972,821778,796173,899117,804624,825438,913477,863376,860669,951573,984926,927642,963341,944745,994663,1045024,1050475,993899,996067,991999,1052788,1079868,1093433,1106096,1092765,1086825,1164126,1143310,
627650,741793,700612,727595,712017,695325,796364,781593,777007,803748,794579,765253,910871,831034,821644,840401,917791,957222,939902,984373,925667,958221,952519,1025053,999926,1026400,1014207,1110916,1090625,1160621,1082348,1079265,1106518,1130505,1161940,1158059,1177825,
682713,637403,715510,740423,717551,755908,734303,677503,797588,735995,813656,793557,807646,867535,856814,888808,888417,904785,1010057,919925,893760,948378,984389,953548,1006532,1008141,992124,995531,996281,1115473,1095506,1130919,1074667,1131054,1134221,1160590,1233288,
627854,654445,721778,702072,712274,690488,779375,766848,779120,785280,811167,781875,866217,888804,830215,823313,856337,908391,938758,956943,939912,958665,966472,1021416,996818,976516,1024214,1026019,1116330,1045850,1090006,1117858,1123274,1229600,1200759,1223672,1182524,
643454,601058,732621,740228,743201,748795,691254,691764,801381,769966,803913,763838,814050,854833,841871,859520,839603,888478,840326,931250,941358,965437,947560,1020762,986986,1026323,1046702,1013635,1010820,1120375,1088672,1108425,1135474,1133121,1208979,1173016,1185456,
625181,730550,675984,728552,690185,690354,757049,732655,786132,796279,772226,752550,854603,814610,843154,856230,833588,871384,900470,951343,890188,929916,983919,1083415,993483,1052654,998144,1095295,1082829,1051025,1106002,1050194,1067516,1165783,1149350,1216327,1163142,
651724,623484,674052,738123,740432,709860,725704,714488,756332,787652,745059,767797,898870,893219,841344,880461,875371,827377,995942,915514,953275,937757,881396,1059126,997325,1047731,979482,978749,995796,1055451,1124818,1125739,1124803,1091527,1154616,1165614,1177787,
