node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,node-26,node-27,node-28,node-29,node-30,node-31,node-32,node-33,node-34,node-35,node-36,node-37,
111382528,117374976,119959552,102031360,103108608,101507072,102776832,105271296,90419200,106614784,118513664,112009216,127873024,108347392,133193728,89870336,134508544,108326912,97873920,115933184,118575104,124452864,103571456,101425152,102973440,106962944,134410240,99418112,128622592,102498304,134451200,101195776,105885696,104431616,128323584,102428672,100671488,
128360448,130535424,102465536,105463808,135528448,98279424,106520576,135065600,127983616,126373888,94404608,102547456,140206080,128647168,109617152,127315968,113971200,123596800,94900224,134266880,102932480,132435968,96780288,109821952,100556800,132734976,104517632,124063744,130551808,101527552,103567360,92909568,128552960,96591872,133341184,111845376,114114560,
104493056,102801408,134459392,107933696,105979904,134746112,103677952,115089408,102588416,109867008,133984256,111157248,103956480,125677568,105246720,101867520,128364544,135766016,108474368,94838784,103620608,104869888,134225920,105877504,126935040,103067648,101203968,128516096,102547456,103849984,104546304,133894144,114216960,137818112,115326976,102924288,133427200,
130375680,126406656,105725952,111767552,101412864,126988288,104787968,103981056,125808640,126275584,110354432,97804288,137035776,99160064,141307904,133795840,120844288,128770048,107384832,134737920,128864256,128872448,134164480,126193664,136351744,130785280,107724800,103944192,111439872,138362880,103555072,116850688,135135232,97878016,136335360,130318336,114831360,
107384832,103862272,111251456,130740224,102916096,135692288,134033408,106639360,130228224,100880384,123682816,126242816,105017344,119402496,114319360,134602752,134365184,105259008,134254592,100769792,102998016,130428928,106971136,108257280,88535040,103587840,102330368,116776960,127807488,140537856,109039616,118439936,128528384,94507008,135147520,137015296,107556864,
104685568,133672960,130924544,137277440,102481920,103854080,102559744,100929536,104734720,95903744,126484480,102252544,111095808,130363392,103731200,126218240,134004736,120942592,125452288,130732032,116064256,126767104,105050112,111067136,101273600,139005952,119742464,104411136,118370304,135327744,109445120,104341504,99979264,109191168,111108096,128712704,128073728,
104325120,122982400,99729408,127627264,130670592,101400576,103084032,108060672,116592640,129257472,106938368,94810112,105209856,105172992,140316672,119939072,99983360,106778624,101150720,127881216,136896512,108277760,111132672,127025152,104005632,128708608,115159040,128794624,124551168,129339392,126193664,106479616,116264960,107319296,105545728,105754624,128196608,
102465536,100728832,128946176,133963776,101036032,118640640,103682048,135630848,103026688,103616512,108670976,100376576,129343488,134086656,128057344,102150144,107282432,102801408,107991040,105160704,98308096,100548608,112009216,126320640,119758848,104501248,101752832,104316928,119525376,125120512,101126144,128364544,105058304,99700736,105074688,130961408,128819200,
99700736,101134336,112160768,111697920,120532992,103346176,106549248,106463232,102780928,120459264,135876608,104841216,129875968,121561088,101793792,98525184,107700224,131747840,101937152,134832128,120016896,104108032,106647552,105684992,104714240,102486016,100904960,109805568,96645120,102400000,102924288,118157312,104497152,104050688,109039616,124211200,134164480,
123498496,114810880,106196992,104116224,134127616,135704576,108044288,101621760,140443648,130854912,98467840,101183488,106790912,118734848,139886592,103096320,110448640,103411712,125513728,102342656,129183744,100294656,106389504,114700288,126128128,108560384,132792320,103432192,104796160,134762496,105381888,107769856,96706560,129474560,102494208,121135104,134004736,
135352320,124706816,128483328,99807232,105975808,101793792,103403520,104538112,118677504,127090688,125005824,102268928,102899712,118181888,116080640,115900416,106315776,103989248,125661184,98627584,135618560,109375488,104640512,126402560,108191744,86749184,123777024,102674432,101400576,104570880,107425792,128495616,112992256,135045120,102371328,100605952,107372544,
100777984,97349632,135942144,125878272,104570880,109936640,127139840,133738496,101801984,152559616,102023168,126623744,108474368,104333312,89022464,91820032,106438656,106860544,106844160,93904896,132829184,105799680,134094848,101384192,127897600,130756608,119681024,102629376,127242240,101281792,87752704,110465024,132243456,127307776,129613824,124641280,105488384,
130969600,122724352,98533376,119414784,126304256,135540736,109907968,128811008,104161280,103387136,134094848,129187840,113528832,106156032,135700480,135368704,128671744,113627136,118259712,102780928,106749952,105103360,102776832,101822464,104017920,131805184,105537536,102707200,127488000,106147840,130334720,105684992,131121152,105177088,127434752,105332736,126447616,
130453504,131923968,127856640,106127360,111898624,104841216,124891136,121192448,127631360,102395904,106057728,102928384,98775040,123822080,100225024,103809024,134799360,107245568,132829184,115417088,106622976,136245248,107216896,100409344,121135104,106258432,101933056,106004480,104738816,106840064,131149824,103960576,103391232,104943616,97968128,125341696,92672000,
128217088,100982784,129933312,134811648,104255488,114663424,104210432,134320128,102608896,102293504,130588672,142331904,105943040,126373888,104480768,127254528,125222912,97173504,122781696,109961216,123854848,112799744,110125056,131006464,128507904,131776512,104243200,128954368,124866560,136392704,99291136,130789376,130363392,136720384,134795264,107864064,128679936,
110403584,127672320,123518976,107556864,128454656,101142528,102293504,123785216,102785024,126275584,116367360,129236992,94134272,127197184,108666880,102195200,103776256,108646400,100917248,135778304,104869888,100929536,134266880,130048000,133775360,103817216,134701056,135864320,123940864,136728576,134778880,117923840,106962944,90779648,126472192,131293184,118411264,
