node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,node-26,node-27,node-28,node-29,node-30,node-31,node-32,node-33,node-34,node-35,node-36,node-37,node-38,node-39,node-40,node-41,node-42,node-43,node-44,node-45,node-46,node-47,node-48,node-49,node-50,
652303,725329,678664,682593,701898,702933,659141,759633,825312,762919,832938,739901,778323,870038,855298,863246,920173,937727,940639,951345,921988,947259,963389,1034238,1006206,1017610,986033,990586,1086246,1039523,1093881,1074222,1082683,1259363,1191474,1185781,1148319,1171065,1265614,1227348,1260265,1265541,1221572,1267654,1326433,1358190,1342937,1377368,1301724,1335924,
636183,743082,724242,692559,720327,661805,817087,752491,750217,762845,759035,765473,882794,863219,843561,810458,837107,957858,927906,917312,913564,961750,905457,992513,1031617,999085,1000834,1070214,1052181,1086572,1116216,1130615,1100219,1088735,1116407,1166950,1177637,1167839,1201499,1225219,1199344,1237171,1214397,1280695,1218264,1349899,1362703,1351565,1329813,1323592,
668001,679486,713046,716723,708778,713508,709993,719758,746947,763658,769109,726705,813103,815436,825313,823227,865212,838563,975789,937607,966920,940395,906336,972299,1026795,995491,994205,988623,987090,1099841,1073895,1138434,1129132,1176354,1106477,1161029,1166854,1144547,1156698,1200677,1303797,1213114,1246201,1255831,1231329,1320338,1313829,1338870,1349984,1339255,
647183,649221,712164,745628,709230,729753,697015,759568,774974,783867,816370,768186,794954,915278,878368,897585,878930,827750,868997,916475,974278,911244,935985,934791,1021784,979025,1018047,994088,1062949,1112182,1087315,1095045,1069799,1096734,1149339,1154669,1196167,1129591,1211792,1259127,1250119,1223374,1244411,1256669,1319522,1363927,1337559,1344713,1317696,1280546,
630391,717828,744712,722970,712628,688702,682546,759470,768250,748135,760183,762993,829192,842003,862135,856461,862075,926900,907468,925791,923085,934453,924971,1041567,1020646,1010698,1012614,1017473,1049722,1096160,1027432,1098849,1115361,1088174,1098202,1177118,1185410,1163824,1125709,1244764,1315320,1254426,1216833,1290208,1212136,1324831,1294007,1329110,1313538,1365492,
657576,696781,691345,725633,687101,674103,721644,774817,813965,762868,748349,779110,841604,879015,841216,881904,868551,955196,943868,962926,961600,1002898,1000871,999461,1027929,1033564,987219,1074716,1083208,1097151,1075865,1093178,1119794,1178269,1151849,1168578,1172392,1180188,1184792,1229391,1223626,1223687,1226576,1277891,1229683,1309567,1333747,1361876,1314128,1466715,
636429,729035,723344,746145,737031,739551,681595,836950,742353,825423,781398,781612,900579,878396,811087,860550,904765,912641,956046,920307,968308,977145,965646,1024269,1006161,974676,996782,1025376,996265,1075446,1110493,1102610,1061813,1096846,1173905,1183684,1117029,1184266,1177254,1269165,1210545,1218376,1224337,1251498,1265457,1310506,1321735,1347133,1376192,1296633,
626368,737121,744831,734892,710417,713203,696133,767558,786756,823204,770671,786340,893514,860438,832621,855366,863396,916924,973038,960207,953925,929922,957946,970165,1026835,986281,1005580,1015814,1011964,1102580,1106644,1129855,1061969,1119302,1119140,1169647,1155016,1187681,1169178,1209641,1278549,1177924,1289909,1247902,1254982,1260005,1294835,1333070,1361356,1303556,
648814,647461,708710,719004,687328,718141,693182,728555,803906,752452,780380,779909,831446,897296,882797,877514,900026,822767,944278,924089,958072,917894,972698,1028178,1042315,994560,1016232,989522,1020456,1111371,1146226,1123310,1092777,1102433,1168910,1156726,1155718,1159630,1164287,1241676,1172536,1243321,1238972,1266968,1217715,1339752,1296390,1318409,1347340,1309429,
687590,752772,696199,712428,719760,693895,764493,748534,830951,844524,781197,794170,883876,814209,816313,834948,837771,869624,858745,973970,945971,982262,969438,1014148,1020861,1005239,991976,1022474,1048845,1124732,1060792,1111637,1063794,1114182,1129078,1187444,1169734,1179069,1160104,1161069,1266575,1266007,1226265,1217975,1278038,1362585,1345847,1312893,1362219,1286954,
616102,661187,741256,743759,746664,662833,824966,763324,809367,753426,771820,791153,853926,875806,875675,866179,842832,855806,929845,908178,977271,971302,1009827,1045024,1048162,976303,1022257,1022290,1074269,1039202,1111843,1126933,1079078,1120843,1198655,1182226,1167699,1214039,1248872,1254175,1221130,1212578,1247285,1279743,1242665,1310029,1330751,1305263,1309055,1292380,
672212,635064,710296,701304,698548,703575,777308,806738,802085,765060,748847,772145,886799,853450,863416,846420,881076,914168,977895,903271,948323,931478,1011163,929368,1010892,1022875,1026146,1015167,1062720,1124688,1089510,1088668,1109106,1122980,1091317,1186173,1141876,1213151,1251842,1127671,1228141,1250606,1307101,1279061,1355470,1347202,1370941,1345847,1393942,1370810,
645910,613385,623429,691421,715258,693523,685732,685673,775034,758201,786964,815344,790839,834191,839982,808847,883284,819437,914787,961525,939380,941065,980631,997115,1022106,1023841,1052158,987712,1147137,1095476,1104354,1134913,1103696,1097281,1152795,1233131,1160938,1205239,1167311,1205698,1274501,1231633,1253339,1268811,1371883,1340482,1286866,1308604,1317510,1318122,
654637,669283,693749,810772,699948,713277,752552,775073,765593,809413,783138,765199,853568,854931,834891,817532,876165,920050,970794,947264,949741,948275,931098,1065418,976613,988817,1039272,1053604,967112,1098209,1083584,1083378,1067422,1109722,1163816,1159306,1158804,1156306,1191121,1245505,1195469,1229991,1212716,1258927,1323487,1328849,1347915,1325610,1355396,1415458,
649664,701898,711408,690736,720122,709490,660000,707202,798919,774019,757934,747492,827668,861085,846248,840452,881358,929073,884911,953698,968043,919917,953789,1013314,1039094,1006401,1080689,1024560,1008598,1114150,1063605,1133065,1095037,1147717,1077870,1203008,1143674,1187701,1162495,1222205,1194669,1218828,1275823,1238232,1255478,1314574,1424018,1320388,1327718,1365191,
656978,644586,747985,688547,697633,724645,742839,766587,751692,766297,781340,788326,786581,832109,833916,842637,851473,843186,1030145,952006,948572,953219,892957,993313,1022940,1021475,1040503,1028138,1098267,1131522,1084276,1104700,1078327,1141034,1177287,1174826,1206857,1208869,1224858,1256810,1240547,1212801,1310357,1300957,1350975,1370988,1351988,1328757,1311045,1287936,
626834,654990,632786,731877,703007,734449,736803,827715,787636,794783,801798,801160,914476,851818,879915,848873,845775,931521,971494,946385,930251,941820,922641,932871,1003300,1039172,1011314,1026228,1082777,1068267,1120982,1132548,1113675,1114526,1118554,1164922,1156505,1226270,1188975,1284758,1231197,1262837,1231351,1279186,1293527,1332079,1330488,1377798,1332239,1335670,
629805,601341,702008,718741,689624,719055,683413,807612,785200,757483,804956,776361,870319,844718,840598,896087,903906,829164,989321,906324,911571,903346,971791,945162,1028976,1030246,1092702,962532,1116928,1133406,1095194,1089644,1092005,1156028,1190842,1172845,1176248,1227922,1196012,1267653,1244633,1278388,1237291,1229664,1349547,1287222,1284437,1367098,1336582,1415762,
668801,699937,712479,697315,694667,705728,772837,756268,796589,782533,781189,800361,925910,866359,851992,873077,894653,862241,950587,951532,962631,980815,957520,1038961,1026176,995936,1047996,1005406,1061652,1131810,1069032,1114406,1061478,1203172,1164455,1248758,1175112,1138475,1195790,1278757,1316714,1248871,1223916,1273735,1331437,1321886,1294489,1354773,1346682,1346668,
634095,731795,657094,700513,735061,681814,682717,670685,789681,795511,762085,779695,883108,814279,855656,836146,854023,867384,920112,948509,937747,977175,949395,984857,1011288,974535,992594,993751,989825,1072641,1055128,1040334,1103915,1128223,1166262,1215026,1141830,1164456,1170990,1282229,1285094,1213638,1258517,1263284,1198059,1291161,1380341,1351378,1395130,1315460,
