node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,
108105728,106409984,116740096,90406912,110219264,109727744,110661632,127172608,132046848,104464384,107200512,130048000,104763392,103104512,104157184,105938944,139292672,116830208,104734720,118116352,87531520,113664000,107929600,109953024,110129152,
135426048,125743104,133640192,108298240,107139072,105803776,108072960,107515904,118333440,133865472,130420736,110215168,113692672,108908544,108769280,130277376,108781568,92381184,112558080,98050048,110051328,116633600,133259264,117166080,116527104,
109903872,111001600,126820352,106901504,106016768,134684672,108769280,133607424,133324800,107855872,106147840,108662784,106479616,133279744,107634688,126955520,130650112,107319296,99151872,109924352,112459776,133287936,105426944,106545152,130236416,
132681728,109973504,106450944,102068224,134397952,109977600,135540736,130068480,106491904,127537152,108097536,107442176,110137344,107393024,131506176,111513600,105451520,111161344,107536384,136011776,133537792,107929600,105254912,108109824,98942976,
118083584,104345600,140472320,105443328,103161856,104251392,134197248,107765760,106262528,133992448,106926080,109985792,105013248,98324480,130838528,106258432,108052480,125960192,134955008,97525760,106168320,105644032,121098240,134496256,110493696,
108077056,104366080,106561536,110829568,116023296,128462848,133898240,108040192,137355264,107507712,107540480,112488448,130334720,111992832,136396800,117473280,105234432,109174784,127664128,111058944,110407680,112283648,105234432,138096640,130043904,
100155392,112111616,122839040,113836032,127180800,118427648,109916160,113213440,109219840,99315712,134778880,136011776,136228864,134725632,105906176,112230400,108036096,108863488,109572096,133844992,134983680,111153152,130961408,109543424,129761280,
121757696,123809792,118874112,133623808,114327552,109891584,126889984,139259904,109015040,133242880,128040960,134782976,130056192,105431040,107044864,107933696,105914368,108138496,101457920,148455424,112590848,104759296,138895360,109527040,110051328,
127647744,107663360,118575104,105861120,92610560,124170240,132476928,105861120,94306304,107466752,124874752,127324160,106176512,132386816,95154176,97857536,108699648,132947968,106463232,107823104,136237056,108109824,111624192,129773568,133738496,
109576192,122187776,126128128,111857664,108851200,96292864,135229440,113274880,116776960,116269056,109891584,126451712,127877120,105947136,113917952,125448192,103014400,137711616,108072960,110239744,102285312,105345024,109600768,133873664,132288512,
