node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,node-26,node-27,node-28,node-29,node-30,node-31,node-32,node-33,node-34,node-35,node-36,node-37,node-38,node-39,node-40,node-41,node-42,node-43,node-44,node-45,node-46,node-47,node-48,node-49,node-50,
665959,585156,679732,717461,705668,673672,683984,777889,768946,826650,765825,765718,762998,862199,888941,872578,827232,1004570,925490,945162,905649,1034768,1008551,1067909,1004605,988631,1033092,1046076,1045834,1083575,1078404,1146859,1104153,1196411,1146955,1145296,1124069,1248931,1199148,1239642,1247552,1221773,1314380,1343368,1345493,1347287,1341993,1400711,1493327,1403793,
687028,621759,641902,713415,701487,676055,676441,752510,789435,766491,763826,789097,828036,825047,892876,851565,823915,933719,921036,921155,924853,977486,952303,1052794,1051118,986192,989684,1032043,1055810,1061652,1093785,1059577,1184780,1223400,1132198,1145000,1209662,1180050,1200168,1225463,1249219,1244486,1299637,1281333,1392192,1348945,1337811,1297549,1370009,1422744,
621741,651728,677039,682593,723945,696325,653578,782865,753991,823008,818447,783706,839610,882565,871838,868344,855385,952627,914082,961074,949383,1004640,1021489,1073325,1034920,963209,1089539,1069446,1058281,1037285,1114057,1154798,1234253,1203273,1184760,1153930,1191111,1212144,1244653,1261161,1244562,1290778,1245625,1343823,1365167,1319556,1292924,1334933,1395812,1412516,
657617,603621,700853,688609,679651,669632,735907,835356,811634,752808,788064,737582,845819,867065,841172,846635,910897,912999,908676,954905,916256,964095,1070660,1053238,1028181,986910,1023034,1073855,1064745,1123793,1078183,1115866,1164530,1099636,1194856,1156086,1147582,1211112,1232751,1264969,1223885,1246145,1222898,1328405,1382784,1390130,1347575,1312078,1369136,1359436,
739589,743328,625646,673163,731355,642826,783999,785920,763895,782771,783044,865307,834955,824978,806747,875717,916519,927540,899299,974251,917282,975717,1023653,1064533,996667,1037453,1079781,1067977,1062342,1075576,1099056,1110853,1157981,1220230,1166863,1165256,1289447,1220240,1225085,1294229,1235689,1276743,1368430,1304742,1302080,1320708,1360986,1381409,1394297,1364062,
595344,666981,688635,713752,681941,713784,790325,770287,757707,788717,731220,805656,824611,837469,850050,799136,820338,910392,917351,940942,971742,965423,969436,1087700,1019169,949719,998639,994475,1054333,1077249,1070548,1086739,1100441,1095927,1177380,1148524,1138647,1151679,1188423,1295241,1256667,1258687,1218832,1336096,1354469,1295063,1332032,1305808,1356760,1419027,
664559,618857,679376,710442,734964,651396,728707,783670,751613,768456,759822,840422,837871,823423,845167,830011,865878,941196,933581,906879,938487,966242,1018162,1085279,991481,1022884,1019909,1080907,1081881,1052388,1045630,1073960,1133127,1216521,1128557,1171087,1176453,1243632,1162353,1246552,1246594,1209842,1313377,1350282,1382969,1380925,1317565,1347381,1479018,1416169,
637353,734290,715555,710247,692723,758905,737753,785667,749512,783271,767905,755380,835055,863829,822386,804798,822958,990671,943319,909903,949356,969754,1072356,1024192,982340,989089,979316,1067824,1070280,1070109,1063039,1129369,1113993,1310394,1123360,1169194,1160477,1238093,1202595,1239884,1269765,1254758,1248305,1245718,1428808,1335226,1329439,1329592,1322972,1376232,
661827,591570,674696,714994,678005,700318,666405,770330,734950,772215,736248,841599,856671,835943,890557,829225,846708,955904,906287,951744,924203,904703,1042895,1030736,979109,968687,1002522,1063669,1089784,1063678,1069729,1097941,1114567,1175850,1225538,1197025,1171719,1169803,1267274,1261255,1244807,1238051,1237106,1375451,1449220,1362161,1320547,1329475,1407611,1388277,
657602,719749,689012,675329,686021,712978,790277,801418,785061,793301,735095,757908,800912,876647,915445,881789,844619,888872,924241,938935,914115,975264,975520,1045986,1022122,1028970,1011245,1048759,1105664,1091810,1069360,1104517,1108716,1225433,1180922,1125457,1167964,1154534,1217897,1286007,1270885,1311153,1357584,1346699,1422698,1355334,1296474,1334466,1427604,1398207,
740399,629441,680500,726696,693390,761562,772114,824476,751640,763254,770591,837767,818982,836814,821623,873383,966429,926842,954143,984201,964701,1033189,1033495,1073541,1029968,1035804,986905,1100333,1072747,1091652,1115439,1147510,1218123,1156003,1141023,1158712,1142970,1233411,1256560,1281651,1199811,1278689,1367207,1318342,1398718,1411215,1366007,1417672,1434149,1434224,
674431,575223,702365,703929,670784,675262,694530,798546,755114,768635,743226,758910,855428,853231,834678,881915,830621,999420,889170,966696,916389,915382,913890,1031213,1012873,998252,1018804,1040840,1067964,1056161,1090849,1121547,1066471,1208126,1184204,1133738,1171354,1169193,1208495,1224981,1188733,1274194,1274301,1295740,1343288,1339565,1345204,1311248,1446427,1377223,
668804,708497,705425,709797,675081,694005,707741,851847,723836,843601,794067,822848,853418,823764,843739,870049,849617,921988,924384,933056,916966,924518,980826,1067860,1020248,982159,1023752,1057445,1089699,1105235,1131972,1216831,1211413,1185657,1153647,1163222,1136786,1271858,1243891,1262785,1232455,1234014,1366754,1370119,1336314,1382484,1317214,1409924,1430251,1409974,
625481,607742,668482,698136,725471,705992,723985,757327,769310,785545,765364,792710,896229,836274,855655,852558,879049,897187,914239,929154,924152,943734,957714,1030196,1006612,1040969,1030582,979494,1060114,1065699,1134058,1089427,1190037,1247833,1136560,1184075,1156677,1178032,1246418,1318856,1223667,1299031,1239681,1348975,1314835,1308284,1274980,1385211,1417742,1383913,
619215,632812,723200,721700,660074,709353,683861,796938,846885,765753,772893,804281,798574,837762,863017,839856,855837,960465,953329,935373,943301,966482,1024594,1072336,1033432,1033439,1003658,992951,1123229,1072234,1076416,1106690,1113166,1180097,1167220,1199355,1146112,1154573,1199843,1287732,1297073,1208158,1242065,1389401,1322222,1410727,1299487,1350546,1376334,1407780,
601594,653269,718281,690594,704439,671984,671112,797838,786905,770047,764857,737546,824392,833389,839325,872909,815793,893226,1009105,891714,961938,986419,1029263,1061320,1013855,1023570,977793,1049739,1090668,1104498,1059022,1060173,1064189,1219421,1131307,1178270,1166556,1171536,1139387,1234668,1257267,1252743,1244038,1388186,1377806,1380077,1392652,1305091,1446498,1362820,
601559,635693,671600,705436,734274,719008,703213,793010,811555,790980,788167,749333,784010,821808,915061,820924,886768,924507,940592,933615,932079,915327,931861,974461,1041707,971686,1009176,1027991,1061932,1098536,1077652,1123885,1189913,1225897,1137611,1163513,1164804,1183769,1174966,1247572,1213978,1242348,1249192,1344162,1325749,1329681,1365533,1344489,1442085,1410143,
695828,659635,717124,711826,695226,737600,756931,801027,754778,799505,770057,825469,829877,817309,852675,834682,935669,964339,931714,943915,1005420,944749,973431,1013628,1002356,1008919,1004927,1068134,1070146,1088224,1067745,1108025,1114835,1204056,1220589,1125076,1230202,1138996,1205675,1270183,1302760,1248135,1328319,1362882,1323614,1323796,1388603,1373029,1477884,1406166,
645116,636581,719540,725469,647272,701218,678350,826715,743355,813589,743053,761323,873236,873392,882841,822591,874600,957244,908863,887116,932567,921057,991381,1028160,990410,974217,995790,986665,1090235,1038719,1076249,1065229,1155574,1217971,1144867,1136746,1125448,1134596,1141847,1262731,1300910,1245759,1292084,1334013,1365173,1352301,1315277,1333604,1407108,1398975,
628636,614111,676275,693894,736388,694203,690539,785242,799427,774082,787882,818118,834375,895692,838786,831210,826424,843079,913472,946471,933049,965446,1053446,1057778,978710,997182,1030633,967815,1091161,1076223,1046643,1069185,1169030,1164634,1176863,1152379,1162790,1148651,1239993,1235411,1286387,1240119,1246212,1233083,1335712,1335982,1334999,1336514,1455109,1348756,
